Comment[SPOT_ID]	Comment[CONTROL_TYPE]	Comment[ORF]	Comment[GENE_NAME]	Comment[ACCESSION_STRING]	Reporter Comment
	FALSE	Z5902	putative helicase	cmr|Z5902|asap|ABH-0029475	putative helicase [Z5902]
	FALSE	rlpA	minor lipoprotein	cmr|b0633|asap|ABE-0002171	a minor lipoprotein [b0633]
cmr|c_3234|asap|ABR-0079384	FALSE			cmr|c_3234|asap|ABR-0079384	Putative transport protein [c_3234]
	FALSE	Z0976	putative tail component of prophage CP-933K	cmr|Z0976|asap|ABH-0024803	putative tail component of prophage CP-933K [Z0976]
cmr|b2612|asap|ABE-0174111	FALSE			cmr|b2612|asap|ABE-0174111	orf, hypothetical protein [b2612]
cmr|c_1576|asap|ABR-0077687	FALSE			cmr|c_1576|asap|ABR-0077687	Hypothetical protein [c_1576]
	FALSE	ECs0870	hypothetical protein	cmr|ECs0870|asap|ACA-0130783	hypothetical protein [ECs0870]
cmr|c_4481|asap|ABR-0080658	FALSE			cmr|c_4481|asap|ABR-0080658	Conserved hypothetical protein [c_4481]
	FALSE	mtr	tryptophan permease	cmr|c_3914|asap|ABR-0080086	Tryptophan-specific transport protein [c_3914]
	FALSE	yhdY	Hypothetical amino-acid ABC transporter permease protein yhdY	cmr|c_4036|asap|ABR-0080210	Hypothetical amino-acid ABC transporter permease protein yhdY [c_4036]
	FALSE	ECs0127	multicopper oxidase	cmr|ECs0127|asap|ACA-0130006	hypothetical protein [ECs0127]
	FALSE	EHEC-hlyC	hemolysin transport protein	asap|ABH-0244083	acyltransferase [L7047]
	FALSE	sapF	predicted antimicrobial peptide transporter subunit	cmr|b1290|asap|ABE-0004339	putative ATP-binding protein of peptide transport system [b1290]
	FALSE	prpD	2-methylcitrate dehydratase	cmr|ECs0387|asap|ACA-0130278	hypothetical protein [ECs0387]
	FALSE	ECs5309	hypothetical protein	cmr|ECs5309|asap|ACA-0135430	hypothetical protein [ECs5309]
	FALSE	quuQ	Qin prophage; predicted antitermination protein Q	cmr|b1559|asap|ABE-0005207	orf, hypothetical protein [b1559]
	FALSE	yfiN	predicted diguanylate cyclase	cmr|b2604|asap|ABE-0008570	orf, hypothetical protein [b2604]
cmr|c_2059|asap|ABR-0078177	FALSE			cmr|c_2059|asap|ABR-0078177	Protein ydhR precursor [c_2059]
	FALSE	ybgP	predicted assembly protein	cmr|b0717|asap|ABE-0002443	putative chaperone [b0717]
cmr|c_0758|asap|ABR-0076841	FALSE			cmr|c_0758|asap|ABR-0076841	Hypthetical protein [c_0758]
	FALSE	yqjA	Hypothetical protein yqjA	cmr|c_3853|asap|ABR-0080025	Hypothetical protein yqjA [c_3853]
	FALSE	yfcU	Putative outer membrane protein	cmr|c_2883|asap|ABR-0079020	Putative outer membrane protein [c_2883]
	FALSE	flgE	flagellar hook protein	cmr|b1076|asap|ABE-0003647	flagellar biosynthesis, hook protein [b1076]
	FALSE	ycaN	predicted DNA-binding transcriptional regulator	cmr|b0900|asap|ABE-0003060	putative transcriptional regulator LYSR-type [b0900]
	FALSE	chuT	putative periplasmic binding protein	cmr|Z4913|asap|ABH-0028562	putative periplasmic binding protein [Z4913]
	FALSE	ECs3614	hypothetical protein	cmr|ECs3614|asap|ACA-0133650	hypothetical protein [ECs3614]
asap|ACA-0244228	FALSE			asap|ACA-0244228	predicted protein []
	FALSE	ymfL	Hypothetical protein ymfL	cmr|c_3195|asap|ABR-0079344	Hypothetical protein ymfL [c_3195]
	FALSE	glnG	nitrogen regulation protein NR(I)	cmr|Z5404|asap|ABH-0029011	response regulator for gln [Z5404]
	FALSE	ddpF	D-ala-D-ala transporter subunit	cmr|b1483|asap|ABE-0004947	putative ATP-binding component of a transport system [b1483]
	FALSE	hypC	protein required for maturation of hydrogenases 1 and 3	cmr|b2728|asap|ABE-0008962	pleiotrophic effects on 3 hydrogenase isozymes [b2728]
cmr|b3007	FALSE			cmr|b3007	orf, hypothetical protein [b3007]
cmr|c_4897|asap|ABR-0081095	FALSE			cmr|c_4897|asap|ABR-0081095	Hypothetical protein [c_4897]
	FALSE	ybeT	conserved outer membrane protein	cmr|b0647|asap|ABE-0002213	orf, hypothetical protein [b0647]
	FALSE	ECs1590	putative major head protein	cmr|ECs1590|asap|ACA-0131539	putative major head protein [ECs1590]
	FALSE	ygeK	pseudo	cmr|b2855|asap|ABE-0009379	putative 2-component transcriptional regulator [b2855]
	FALSE	Z5618	sorbitol-6-phosphate 2-dehydrogenase	cmr|Z5618|asap|ABH-0029195	D-glucitol-6-phosphate dehydrogenase [Z5618]
cmr|b4229|asap|ABE-0174118	FALSE			cmr|b4229|asap|ABE-0174118	putative ATP-binding component of a transport system [b4229]
	FALSE	yfiP	conserved protein	cmr|b2583|asap|ABE-0008503	orf, hypothetical protein [b2583]
	FALSE	Z1924	unknown protein encoded by prophage CP-933X	cmr|Z1924|asap|ABH-0025712	unknown protein encoded by prophage CP-933X [Z1924]
	FALSE	ihfA	integration host factor (IHF), DNA-binding protein, alpha subunit	cmr|b1712|asap|ABE-0005715	integration host factor [b1712]
	FALSE	ECs2757	hypothetical protein	cmr|ECs2757|asap|ACA-0132752	hypothetical protein [ECs2757]
cmr|c_3556|asap|ABR-0079718	FALSE			cmr|c_3556|asap|ABR-0079718	Prophage P4 integrase [c_3556]
	FALSE	Z6026	unknown protein encoded by cryptic prophage CP-933P	cmr|Z6026|cmr|Z3306|cmr|Z2148|cmr|Z3073	unknown protein encoded by cryptic prophage CP-933P [Z6026]
	FALSE	yejA	predicted oligopeptide transporter subunit	cmr|b2177|asap|ABE-0007206	orf, hypothetical protein [b2177]
	FALSE	ECs2761	hypothetical protein	cmr|ECs2761|asap|ACA-0132756	hypothetical protein [ECs2761]
	FALSE	yqfB	hypothetical protein	cmr|c_3481|asap|ABR-0079642	Hypothetical protein yqfB [c_3481]
	FALSE	Z4185	surface presentation of antigens protein SpaS	cmr|Z4185|asap|ABH-0027857	putative integral membrane protein-component of type III [Z4185]
cmr|c_3716|asap|ABR-0079887	FALSE			cmr|c_3716|asap|ABR-0079887	Hypothetical protein [c_3716]
	FALSE	Z4068	hypothetical protein	cmr|Z4068|asap|ABH-0027739	orf Unknown function [Z4068]
	FALSE	pyrC	dihydro-orotase	cmr|b1062|asap|ABE-0003607	dihydro-orotase [b1062]
	FALSE	ECs0737	putative carboxylase	cmr|ECs0737|asap|ACA-0130639	putative carboxylase [ECs0737]
	FALSE	pyrI	aspartate carbamoyltransferase, regulatory subunit	cmr|b4244|asap|ABE-0013889	aspartate carbamoyltransferase, regulatory subunit [b4244]
	FALSE	Z0056	putative antitoxin of gyrase inhibiting toxin-antitoxin system	cmr|Z0056|asap|ABH-0023963	putative antitoxin of gyrase inhibiting toxin-antitoxin system [Z0056]
	FALSE	phnJ	PhnJ protein	cmr|c_5104|asap|ABR-0081310	PhnJ protein [c_5104]
	FALSE	yjfO	conserved protein	cmr|b4189|asap|ABE-0013706	orf, hypothetical protein [b4189]
	FALSE	yggL	predicted protein	cmr|b2959|asap|ABE-0009712	orf, hypothetical protein [b2959]
	FALSE	ECs2624	hypothetical protein	cmr|ECs2624|asap|ACA-0132608	hypothetical protein [ECs2624]
	FALSE	Z1886	putative capsid protein of prophage CP-933X	cmr|Z1886|asap|ABH-0025682	putative capsid protein of prophage CP-933X [Z1886]
cmr|c_4484|asap|ABR-0080661	FALSE			cmr|c_4484|asap|ABR-0080661	Putative aldolase [c_4484]
	FALSE	yphA	predicted inner membrane protein	cmr|b2543|asap|ABE-0008365	orf, hypothetical protein [b2543]
	FALSE	nrdB	ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like protein	cmr|b2235|asap|ABE-0007386	ribonucleoside-diphosphate reductase 1, beta subunit, B2 [b2235]
	FALSE	glcB	malate synthase G	cmr|b2976|asap|ABE-0009767	malate synthase G [b2976]
	FALSE	L7073	hypothetical protein	asap|ABH-0244142	unknown [L7073]
	FALSE	ECs1326	UreF	cmr|ECs1326|asap|ACA-0131260	urease accessory protein UreF [ECs1326]
	FALSE	Z0947	unknown protein encoded by prophage CP-933K	cmr|Z0947|asap|ABH-0024774	unknown protein encoded by prophage CP-933K [Z0947]
	FALSE	insA	KpLE2 phage-like element; IS1 repressor protein InsA	cmr|b0265|cmr|b0022|cmr|b0275|cmr|b1894	IS1 protein InsA [b0265]
	FALSE	yqeJ	predicted protein	cmr|b2848|asap|ABE-0009354	orf, hypothetical protein [b2848]
cmr|c_3587|cmr|c_5183|asap|ABR-0079751|asap|ABR-0081392	FALSE			cmr|c_3587|cmr|c_5183|asap|ABR-0079751|asap|ABR-0081392	Hypothetical protein [c_3587]
cmr|c_4311|asap|ABR-0080487	FALSE			cmr|c_4311|asap|ABR-0080487	Hypothetical protein [c_4311]
	FALSE	ynbA	Hypothetical protein ynbA	cmr|c_1834|asap|ABR-0077951	Hypothetical protein ynbA [c_1834]
	FALSE	Z1218	hypothetical protein	cmr|Z1218|asap|ABH-0025041	orf, hypothetical protein [Z1218]
	FALSE	ECs3915	putative permease of ferrichrome ABC transporter	cmr|ECs3915|asap|ACA-0133972	putative permease of ferrichrome ABC transporter [ECs3915]
	FALSE	ydfE	pseudo	cmr|b1577	orf, hypothetical protein [b1577]
	FALSE	ycjP	predicted sugar transporter subunit: membrane component of ABC superfamily	cmr|b1312|asap|ABE-0004409	putative transport system permease protein [b1312]
	FALSE	ECs0367	putative transcription factor	cmr|ECs0367|asap|ACA-0130258	putative transcription factor [ECs0367]
	FALSE	vacJ	lipoprotein precursor	cmr|Z3610|asap|ABH-0027320	lipoprotein precursor [Z3610]
	FALSE	Z3179	hypothetical protein	cmr|Z3179|asap|ABH-0026902	orf hypothetical protein [Z3179]
	FALSE	dsbG	periplasmic disulfide isomerase/thiol-disulphide oxidase	cmr|b0604|asap|ABE-0002084	thiol:disulfide interchange protein [b0604]
	FALSE	ECs0276	cII	cmr|ECs0276|asap|ACA-0130165	regulatory protein cII [ECs0276]
	FALSE	ECs4290	putative acetyltransferase YhhY	cmr|ECs4290|asap|ACA-0134362	hypothetical protein [ECs4290]
	FALSE	Z4999	hypothetical protein	cmr|Z4999|asap|ABH-0028644	orf Unknown function [Z4999]
	FALSE	yggS	predicted enzyme	cmr|b2951|asap|ABE-0009681	orf, hypothetical protein [b2951]
	FALSE	ECs2098	glutamate decarboxylase isozyme	cmr|ECs2098|asap|ACA-0132068	glutamate decarboxylase isozyme [ECs2098]
	FALSE	adiC	arginine:agmatin	cmr|b4115|asap|ABE-0013473	putative amino acid/amine transport protein, cryptic [b4115]
	FALSE	intE	e14 prophage; predicted integrase	cmr|b1140|asap|ABE-0003836	prophage e14 integrase [b1140]
	FALSE	ydiT	predicted 4Fe-4S ferredoxin-type protein	cmr|b1700|asap|ABE-0005674	orf, hypothetical protein [b1700]
cmr|ECs1563|asap|ACA-0131510	FALSE			cmr|ECs1563|asap|ACA-0131510	hypothetical membrane protein [ECs1563]
	FALSE	fadI	3-ketoacyl-CoA thiolase	cmr|Z3605|asap|ABH-0027315	putative acyltransferase [Z3605]
	FALSE	ygiW	conserved protein	cmr|b3024|asap|ABE-0009930	orf, hypothetical protein [b3024]
cmr|b3286|asap|ABE-0174103	FALSE			cmr|b3286|asap|ABE-0174103	orf, fragment 1 [b3286]
	FALSE	Z3595	hypothetical protein	cmr|Z3595|asap|ABH-0027306	orf hypothetical protein [Z3595]
asap|ACA-0244194	FALSE			asap|ACA-0244194	Type II secretion pathway related protein []
	FALSE	ECs1317	putative outer membrane protein	cmr|ECs1317|asap|ACA-0131251	putative outer membrane protein [ECs1317]
	FALSE	dsdX	predicted transporter	cmr|b2365|asap|ABE-0007801	transport system permease [b2365]
	FALSE	ECs2019	hypothetical protein	cmr|ECs2019|asap|ACA-0131987	hypothetical protein [ECs2019]
	FALSE	hypE	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein	cmr|b2730|asap|ABE-0008967	plays structural role in maturation of all 3 hydrogenases [b2730]
	FALSE	dcrB	periplasmic protein	cmr|b3472|asap|ABE-0011342	orf, hypothetical protein [b3472]
	FALSE	rpiR	DNA-binding transcriptional repressor RpiR	cmr|c_5095|asap|ABR-0081302	Protein rpiR [c_5095]
cmr|ECs3844|cmr|ECs0330|cmr|ECs1104|cmr|ECs1307	FALSE			cmr|ECs3844|cmr|ECs0330|cmr|ECs1104|cmr|ECs1307	hypothetical protein [ECs3844]
	FALSE	ECs2226	hypothetical protein	cmr|ECs2226|asap|ACA-0132203	hypothetical protein [ECs2226]
cmr|c_1412|asap|ABR-0077516	FALSE			cmr|c_1412|asap|ABR-0077516	Hypothetical protein [c_1412]
	FALSE	yciO	conserved protein	cmr|b1267|asap|ABE-0004254	orf, hypothetical protein [b1267]
	FALSE	yqaE	predicted membrane protein	cmr|b2666|asap|ABE-0008770	orf, hypothetical protein [b2666]
	FALSE	lacA	galactoside O-acetyltransferase	cmr|ECs0395|asap|ACA-0130286	thiogalactoside acetyltransferase [ECs0395]
	FALSE	Z1368	unknown protein encoded by cryptic prophage CP-933M	cmr|Z1368|cmr|Z6039|cmr|Z1809|cmr|Z3325	unknown protein encoded by cryptic prophage CP-933M [Z1368]
	FALSE	ECs1081	hypothetical protein	cmr|ECs1081|cmr|ECs1521|asap|ACA-0130996|asap|ACA-0131468	hypothetical protein [ECs1081]
	FALSE	Z1099	hypothetical protein	cmr|Z1099|asap|ABH-0024924	orf, hypothetical protein [Z1099]
	FALSE	ECs2237	putative tail assembly protein	cmr|ECs2237|cmr|ECs1986|cmr|ECs1558|cmr|ECs1117	putative tail assembly protein [ECs2237]
	FALSE	ybaM	predicted protein	cmr|b0466|asap|ABE-0001616	orf, hypothetical protein [b0466]
	FALSE	ydhM	predicted DNA-binding transcriptional regulator	cmr|b1649|asap|ABE-0005514	orf, hypothetical protein [b1649]
	FALSE	fpr	ferredoxin-NADP reductase	cmr|b3924|asap|ABE-0012818	ferredoxin-NADP reductase [b3924]
	FALSE	ECs4331	putative surfactin synthetase	cmr|ECs4331|asap|ACA-0134403	putative surfactin synthetase [ECs4331]
	FALSE	folX	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase	cmr|b2303|asap|ABE-0007603	D-erythro-7,8-dihydroneopterin tri P epimerase [b2303]
	FALSE	metN	DL-methionine transporter subunit	cmr|b0199|asap|ABE-0000671	ATP-binding component of a transporter [b0199]
	FALSE	ihfB	integration host factor (IHF), DNA-binding protein, beta subunit	cmr|b0912|asap|ABE-0003107	integration host factor [b0912]
	FALSE	ECs3197	colicin V production protein	cmr|ECs3197|asap|ACA-0133208	membrane protein required for colicin V production [ECs3197]
	FALSE	ECs1395	hypothetical protein	cmr|ECs1395|asap|ACA-0131341	hypothetical protein [ECs1395]
	FALSE	kpsD	KpsD protein	cmr|c_3688|asap|ABR-0079858	KpsD protein [c_3688]
	FALSE	ychH	predicted inner membrane protein	cmr|b1205|asap|ABE-0004049	orf, hypothetical protein [b1205]
	FALSE	Z1917	putative outer membrane protein of prophage CP-933X	cmr|Z1917|cmr|Z6028|asap|ABH-0025705|asap|ABH-0026313	putative outer membrane protein of prophage CP-933X [Z1917]
cmr|c_5299|asap|ABR-0081512	FALSE			cmr|c_5299|asap|ABR-0081512	Putative oxidoreductase [c_5299]
	FALSE	ECs1107	putative portal protein	cmr|ECs1107|cmr|ECs2733|asap|ACA-0131027|asap|ACA-0132724	putative portal protein [ECs1107]
	FALSE	Z3370	unknown protein encoded within prophage CP-933V	cmr|Z3370|asap|ABH-0027090	unknown protein encoded within prophage CP-933V [Z3370]
	FALSE	cbl	DNA-binding transcriptional activator of cysteine biosynthesis	cmr|b1987|asap|ABE-0006590	transcriptional regulator cys regulon; accessory regulatory circuit affecting cysM [b1987]
cmr|c_5349|asap|ABR-0081563	FALSE			cmr|c_5349|asap|ABR-0081563	Carbamate kinase [c_5349]
	FALSE	fimA	major type 1 subunit fimbrin (pilin)	cmr|Z5912|asap|ABH-0029483	major type 1 subunit fimbrin [Z5912]
	FALSE	nikB	nickel transporter subunit	cmr|b3477|asap|ABE-0011356	transport of nickel, membrane protein [b3477]
cmr|c_1444|asap|ABR-0077552	FALSE			cmr|c_1444|asap|ABR-0077552	Prophage Qin DNA packaging protein NU1 homolog [c_1444]
cmr|c_3186|asap|ABR-0079335	FALSE			cmr|c_3186|asap|ABR-0079335	Antitermination protein Q homolog from lambdoid prophage [c_3186]
	FALSE	lsrR	lsr operon transcriptional repressor	cmr|b1512|asap|ABE-0005045	putative transcriptional regulator, sorC family [b1512]
	FALSE	yiiX	predicted peptidoglycan peptidase	cmr|b3937|asap|ABE-0012869	orf, hypothetical protein [b3937]
	FALSE	pntB	pyridine nucleotide transhydrogenase	cmr|ECs2308|asap|ACA-0132289	pyridine nucleotide transhydrogenase beta subunit [ECs2308]
	FALSE	ECs0493	DNA-binding ATP-dependent protease La	cmr|ECs0493|asap|ACA-0130384	endopeptidase La [ECs0493]
	FALSE	yhjE	predicted transporter	cmr|b3523|asap|ABE-0011509	putative transport protein [b3523]
	FALSE	emrE	multidrug efflux protein	cmr|c_2352|asap|ABR-0078475	EmrE protein [c_2352]
	FALSE	rpoB	RNA polymerase, beta subunit	cmr|b3987|asap|ABE-0013041	RNA polymerase, beta subunit [b3987]
	FALSE	yedK	hypothetical protein	cmr|Z3021|asap|ABH-0026756	orf, hypothetical protein [Z3021]
cmr|c_1752|asap|ABR-0077868	FALSE			cmr|c_1752|asap|ABR-0077868	Hypothetical protein [c_1752]
	FALSE	eco	ecotin precursor	cmr|Z3467|asap|ABH-0027184	ecotin, a serine protease inhibitor [Z3467]
	FALSE	hycE	Formate hydrogenlyase subunit 5 precursor	cmr|c_3281|asap|ABR-0079437	Formate hydrogenlyase subunit 5 precursor [c_3281]
	FALSE	ynbD	putative enzyme	cmr|Z2316|asap|ABH-0026087	putative enzymes [Z2316]
	FALSE	Z3087	putative tail fiber component V of prophage CP-933U	cmr|Z3087|cmr|Z2358|cmr|Z2137|asap|ABH-0026818	putative tail fiber component V of prophage [Z3087]
	FALSE	ribA	GTP cyclohydrolase II	cmr|Z2531|asap|ABH-0026262	GTP cyclohydrolase II [Z2531]
	FALSE	Z0886	cob(I)yrinic acid a,c-diamide adenosyltransferase	cmr|Z0886|asap|ABH-0024720	putative corrinoid:ATP adenosyltransferase [Z0886]
cmr|c_3432|cmr|c_0086|cmr|c_0198|cmr|c_1291	FALSE			cmr|c_3432|cmr|c_0086|cmr|c_0198|cmr|c_1291	Transposase [c_3432]
	FALSE	Z2080	putative IS encoded protein within CP-933O	cmr|Z2080|asap|ABH-0025859	putative IS encoded protein within CP-933O [Z2080]
	FALSE	ECs1673	hypothetical protein	cmr|ECs1673|asap|ACA-0131624	hypothetical protein [ECs1673]
cmr|b4344	FALSE			cmr|b4344	inhibits McrE 5-methylcytosine restriction system [b4344]
	FALSE	aroH	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible	cmr|b1704|asap|ABE-0005686	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase [b1704]
cmr|c_4472|asap|ABR-0080649	FALSE			cmr|c_4472|asap|ABR-0080649	Hypothetical protein [c_4472]
	FALSE	ECs4827	putative glycoprotein	cmr|ECs4827|asap|ACA-0134923	putative glycoprotein [ECs4827]
	FALSE	rplE	50S ribosomal subunit protein L5	cmr|b3308|asap|ABE-0010833	50S ribosomal subunit protein L5 [b3308]
	FALSE	rusA	DLP12 prophage; endonuclease RUS	cmr|b0550|asap|ABE-0001880	endodeoxyribonuclease RUS [b0550]
	FALSE	hofO	conserved membrane protein	cmr|b3393|asap|ABE-0011075	orf, hypothetical protein [b3393]
	FALSE	hycF	formate hydrogenlyase complex iron-sulfur protein	cmr|b2720|asap|ABE-0008942	probable iron-sulfur protein of hydrogenase 3 [b2720]
	FALSE	ECs0878	hypothetical protein	cmr|ECs0878|asap|ACA-0130791	putative enzyme [ECs0878]
	FALSE	araE	arabinose transporter	cmr|b2841|asap|ABE-0009319	low-affinity L-arabinose transport system proton symport protein [b2841]
asap|ACA-0244251	FALSE			asap|ACA-0244251	TraX protein []
	FALSE	Z3345	putative antitermination protein Q for prophage CP-933V	cmr|Z3345|cmr|Z1459|asap|ABH-0025270|asap|ABH-0027066	putative antitermination protein Q for prophage CP-933V [Z3345]
cmr|c_3187|asap|ABR-0079336	FALSE			cmr|c_3187|asap|ABR-0079336	Hypothetical protein ydfU [c_3187]
	FALSE	yjfC	predicted synthetase/amidase	cmr|b4186|asap|ABE-0013698	putative synthetase/amidase [b4186]
cmr|c_2388|asap|ABR-0078511	FALSE			cmr|c_2388|asap|ABR-0078511	Transthyretin-like protein precursor [c_2388]
	FALSE	yphB	hypothetical protein	cmr|Z3816|asap|ABH-0027515	orf, hypothetical protein [Z3816]
	FALSE	Z4175	hypothetical protein	cmr|Z4175|asap|ABH-0027846	orf Unknown function [Z4175]
	FALSE	cspI	Cold shock-like protein cspI	cmr|c_3177|asap|ABR-0079326	Cold shock-like protein cspI [c_3177]
	FALSE	degQ	serine endoprotease, periplasmic	cmr|b3234|asap|ABE-0010609	serine endoprotease [b3234]
	FALSE	ydcX	predicted inner membrane protein	cmr|b1445|asap|ABE-0004818	orf, hypothetical protein [b1445]
	FALSE	yfhG	conserved protein	cmr|b2555|asap|ABE-0008405	putative alpha helix protein [b2555]
	FALSE	fliM	flagellar motor switching and energizing component	cmr|b1945|asap|ABE-0006469	flagellar biosynthesis, component of motor switch and energizing, enabling rotation and determining its direction [b1945]
	FALSE	ECs2284	inhibitor of cell division	cmr|ECs2284|cmr|ECs1761|asap|ACA-0132265|asap|ACA-0131715	inhibitor of cell division [ECs2284]
	FALSE	rplK	50S ribosomal subunit protein L11	cmr|b3983|asap|ABE-0013029	50S ribosomal subunit protein L11 [b3983]
	FALSE	ECs1581	hypothetical protein	cmr|ECs1581|asap|ACA-0131530	hypothetical protein [ECs1581]
	FALSE	ybaV	conserved protein	cmr|b0442|asap|ABE-0001534	orf, hypothetical protein [b0442]
	FALSE	pflC	pyruvate formate lyase II activase	cmr|c_4911|asap|ABR-0081109	Pyruvate formate-lyase 2 activating enzyme [c_4911]
	FALSE	ECs3030	putative gentisate 1,2-dioxygenase	cmr|ECs3030|asap|ACA-0133038	putative gentisate 1,2-dioxygenase [ECs3030]
	FALSE	yjfN	predicted protein	cmr|b4188|asap|ABE-0013704	orf, hypothetical protein [b4188]
	FALSE	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	cmr|ECs0700|asap|ACA-0130594	oxygenase [ECs0700]
	FALSE	yjbR	conserved protein	cmr|b4057|asap|ABE-0013288	orf, hypothetical protein [b4057]
	FALSE	ECs4534	putative integrase	cmr|ECs4534|asap|ACA-0134609	putative integrase [ECs4534]
	FALSE	yjgF	ketoacid-binding protein	cmr|b4243|asap|ABE-0013886	orf, hypothetical protein [b4243]
	FALSE	ECs3386	hypothetical protein	cmr|ECs3386|asap|ACA-0133405	hypothetical protein [ECs3386]
cmr|c_3652|asap|ABR-0079822	FALSE			cmr|c_3652|asap|ABR-0079822	Hypothetical protein yfjI [c_3652]
	FALSE	ECs1174	exonuclease	cmr|ECs1174|cmr|ECs0809|cmr|ECs3002|asap|ACA-0131096	exonuclease [ECs1174]
	FALSE	yadD	hypothetical protein	cmr|Z0143|asap|ABH-0024048	orf, hypothetical protein [Z0143]
